ID,질문,대답
964,메카 학과장님이 누구?,정명진 교수님
1620,디지털회로에 대해 알려줘,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
1265,메카트로닉스공학과 학생 회장 좀 알려줄래?,임현종
959,메카 학과장님이 누구셔?,정명진 교수님
1540,PLC제어에 대해 알려주라,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다."
851,17학번 졸업기준이 어떻게 돼니??,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
2019,서보전동기1에 대해 알려줘,"전공선택
서보 제어시스템의 주요 구동원으로 이용되는 전동기에 대한 이론과 실험을 병행하여 배운다. 이 교과의 이수로 제어시스템 설계를 전동기의 특성, 전달함수 등을 알 수 있고 전동기의 운용상의 일반적 문제점을 자율적으로 해결할 수 있다."
1234,메카 학생부회장 누굽니까요?,안태준
1400,창의적공학설계는 뭘 배우나요?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
917,핵심교양 과목 뭐노,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
782, 18학번 전필 과목 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1562,스마트융합기초에 대해 알려주세요,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(8D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다."
1392,창의적공학설계에 대해 알려줘,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
1750,제어공학에 대해 알려주면 감사하겠습니다,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
428,성적우수장학생 취득학점 뭘까?,"           취득학점        학과과목
1학년 : 16학점 이상    16학점 이상
2학년 : 16학점 이상    12학점 이상
3학년 : 16학점 이상    12학점 이상
4학년 : 9학점 이상       16학점 이상"
291, 18학번 전필 과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1792,센서에 대해 알려주면 감사하겠습니다,"전공선택
제어 대상의 상태를 파악하기 위해 각종 센서의 원리와 활용법을 학습하고 측정대상에 적합한 센서를 선정 및 응용하는 능력을 갖도록 하는데 있다."
898,16학번 졸업요건이 뭐요?,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1242,메카 학생 회장좀,임현종
761,17학번 전공필수과목은 뭘까?,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2"
2031,서보전동기1은 뭘 배울까?,"전공선택
서보 제어시스템의 주요 구동원으로 이용되는 전동기에 대한 이론과 실험을 병행하여 배운다. 이 교과의 이수로 제어시스템 설계를 전동기의 특성, 전달함수 등을 알 수 있고 전동기의 운용상의 일반적 문제점을 자율적으로 해결할 수 있다."
1490,전기회로2는 뭐 배우는지 알려줘,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다."
115,남윤석 교수님 번호 알려줘,031)8041-0456
137,이양희 교수님 연구실 위치가 어디야,공학관 B동 309호
1422,컴퓨터응용설계1은 뭘 배울까요?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 12차원 구조물을 설계할 수 있는 능력을 갖게 한다."
1870,C프로그래밍1은 뭐 가르치세요?,"기초필수(전공)
기본적인 C 프로그래밍 언어 문법을 학습하고, 실습을 통해 프로그램 해석 및 프로그래밍 능력을 배양한다."
175,이익현 교수님 번호 알려줘,031) 8041-0467
1054,메카 교양 기초교과 알려줘,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천"
528,강대진 교수님 연구실 위치 좀 알려주오,공학관 B동 306호
112,남윤석 교수님 이메일 좀,nys911@kpu.ac.kr
1912,비주얼프로그래밍은 뭐 가르치세요?,"전공필수
C++ 를 기반으로 다양한 MFC클래스를 활용하여 윈도우 기반의 비주얼 프로그램을 작성한다. 다양한 MFC 클래스, API 및 GDI 개념을 학습하고 이를 활용하여 파일 입출력, 그래픽, 네트워크 통신이 가능한 윈도우 응용 프로그램을 작성한다."
201,차동혁 교수님 연구실 좀 알려줘,공학관 B동 316호
840,21학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계39"
87,김효영 교수님 번호,031)8041-0464
1321,어떤 메카 랩실이 있을까요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1651,디지털회로실험은 뭘 배워?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다."
937,핵심교양 뭘까요?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1353,메카 EH 뭐 있는지 좀 알려줘,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
698,허헌 교수님 번호 알려주오,031)8041-0463
753,17학번 전공필수 알려주오,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2"
721,학과 행정실 B동 몇 층이오,공학관 B동 307호
1557,스마트융합기초에 대해 알려줘,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(3D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다."
729,메카 학과 사무실 번호 좀  알려주오,031-8041-0450
65,김기현 교수님 연구실 위치 좀 알려줘,공학관 B동 308호
550,김기현 교수님 번호 내놔,031)8041-0460
1738,반도체장비개론은 뭐 배워?,"전공선택
DRAM, NAND Flash를 포함한 반도체 소자 제조에 필요한 에칭, 증착, 패터닝 등에 사용되는 반도체 공정 장비들의 작동 원리를 이해하고 관련 지식을 습득한다."
1103,메카트로닉스 공학과 부전공 추천해주오,"스마트팩토리, 인공지능융합,지능형로봇융합"
1787,시스템제어공학은 뭐 가르치지?,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등"
2033,서보전동기1은 뭐 배우디지털회로실험는이지 알려줘,"전공선택
서보 제어시스템의 주요 구동원으로 이용되는 전동기에 대한 이론과 실험을 병행하여 배운다. 이 교과의 이수로 제어시스템 설계를 전동기의 특성, 전달함수 등을 알 수 있고 전동기의 운용상의 일반적 문제점을 자율적으로 해결할 수 있다."
1357,어떤 메카 EH이 있어요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
668,주형길 교수님 번호 알려주오,031)8041-0459
1362,어떤 메카 EH이 있을까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
2077,제어용통신은 뭐 가르치나요?,"전공선택
제어 시스템간의 정보/데이터 통신을 위한 통신기법 및 네트워크 기법을 배우고, 이를 이용한 제어 시스템간의 통신능력을 배양"
1095,메카트로닉스공학과 관련 부전공 좀,"스마트팩토리, 인공지능융합,지능형로봇융합"
148,이양희 교수님 연락처 알려줘,031)8041-0455
41,이석원 교수님 번호 좀,031)8041-0462
801,19학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1120,메카트로닉스 공학과 추천 융합전공,"스마트팩토리, 인공지능융합,지능형로봇융합"
690,허헌 교수님 연구실 위치가 어디오,공학관 B동 408호
1815,마이크로컴퓨터응용에 대해 알려주시면 감사하겠습니다,"전공선택
메모리, 입출력 장치 및 주변장치를 포함하는 교육용 원칩 마이크로컴퓨터 시스템을 활용한 실습을 통해 원칩 마이크로컴퓨터의 기능과 동작방법에 대해 학습하여 마이크로컴퓨터 보드의 설계 및 제작 능력을 배양한다."
1464,전기회로1은 뭘 배울까요?,"전공필수
전기전자분야의 교과를 수강하기 위한 선수적 교과내용으로써 기본적인 전기지식을 배운다. 직류회로를 중심으로 기본적인 소자, 회로해석 및 전기에너지의 전달관계를 이해하고, 실험을 통하여 이론을 검증한다."
351,20학번 전공필수과목,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계28"
1570,스마트융합기초는 뭐 배워?,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(16D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다."
571,남대훈 교수님 연구실 어디노,공학관 B동 318호
1650,디지털회로실험은 뭘 배울까요?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다."
549,김기현 교수님 번호 좀요,031)8041-0460
1804,센서는 뭐 가르치나요?,"전공선택
제어 대상의 상태를 파악하기 위해 각종 센서의 원리와 활용법을 학습하고 측정대상에 적합한 센서를 선정 및 응용하는 능력을 갖도록 하는데 있다."
1603,전자회로실험에 대해 알려주면 감사하겠습니다,"전공필수
전자회로에서 학습한 전자소자와 회로에 대한 실습을 통해 동작 원리와 특성을 이해한다. 회로 분석과 설계 능력을 배양하기 위해 계측기와 분석 S/W 사용법을 학습한다."
558,김효영 교수님 연구실 위치 좀 알려주오,공학관 B동 308호
643,이원봉 교수님 연락처 내놔,031)8041-0384
1802,센서는 뭐 배우디지털회로실험는이지 알려줘,"전공선택
제어 대상의 상태를 파악하기 위해 각종 센서의 원리와 활용법을 학습하고 측정대상에 적합한 센서를 선정 및 응용하는 능력을 갖도록 하는데 있다."
2014,PC제어응용은 뭐 가르치나요?,"전공선택
아날로그 신호 및 디지털신호를 처리하기 위한 DAQ카드의 구조 및 사용법을 이해하여 Windows 기반의 컴퓨터에서 신호입출력 및 RS248, 블루투스 기술과 접목하여 PC를 활용한 제어기술을 구현할 수 있도록 한다."
611,이승훈 교수님 연락처 알려주오,031)8041-0367
2092,스마트팩토리디바이스제어는 뭘 배워?,"전공선택
디바이스(센서, 액추에이터, 신호 입출력 장치), 통신 및 제어시스템의 기본원리 이해 ? 디바이스 활용한 현장 맞춤형 프로젝트 실습 ? 역량강화 성취도를 높이기 위하여 온라인-오프라인 강의와 전문가 특강, 그리고 실습(Team project)을 병행 ? 스마트팩토리 구현 시 발생 가능한 문제점에 대한 개선안 도출"
401,16학번 졸업기준이 어떻게 돼??,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1744,반도체장비개론은 뭐 가르치세요?,"전공선택
DRAM, NAND Flash를 포함한 반도체 소자 제조에 필요한 에칭, 증착, 패터닝 등에 사용되는 반도체 공정 장비들의 작동 원리를 이해하고 관련 지식을 습득한다."
1053,메카 과사 운영시간 좀 알려주오,"운영시간 09:30 ~ 22:00(학기중)
점심시간 12:00 ~ 13:00"
955,핵교 읊조려봐요,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
778, 18학번 전공필수과목 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
20,심재홍 교수님 연구실 위치 좀 알려줘,공학관 B동319호
561,김효영 교수님 이메일 알려주오,kimhy@kpu.ac.kr
88,김효영 교수님 연락처 알려줘,031)8041-0464
867,17학번 졸업요건은 어떻게 돼요?,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1043,메카 과사 번호가 어떻게 되나요?,031-8041-0450
1086,메카 관련 부전공 뭐있어?,"스마트팩토리, 인공지능융합,지능형로봇융합"
1900,비주얼프로그래밍에 대해 알려주소,"전공필수
C++ 를 기반으로 다양한 MFC클래스를 활용하여 윈도우 기반의 비주얼 프로그램을 작성한다. 다양한 MFC 클래스, API 및 GDI 개념을 학습하고 이를 활용하여 파일 입출력, 그래픽, 네트워크 통신이 가능한 윈도우 응용 프로그램을 작성한다."
287, 18학번 전공필수과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1963,기계요소설계에 대해 알려주소,"전공선택
자동화 기구 시스템을 설계할 때 고려해야 하는 각종 요소들의 설계방법과 선정방법 등을 학습하여 효율적인 기구를 설계할 수 있는 능력을 배양한다."
1889,C프로그래밍2는 뭐 가르쳐요?,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
207,차동혁 교수님 번호,031)8041-0454
2114,스마트팩토리HMI는 뭘 배우지?,"전공선택
인간과 인간 또는 인간과 로봇의 소통을 위해서는 시각 인식 기술이 필요하다. 본 과목에서는 로봇의 시각 요소인 광학의 기본 개념에 대해 이해하고, 카메라를 통하여 입력 영상에 대한 기본적인 처리 기술에 대해 익힌다. 또한 실제 산업현장에서 로봇이 외부 환경을 인식하고 상황을 판단하기 위한 센서에 대해 살펴보고자 한다."
402,16학번 졸업기준이 궁금해,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1239,메카트로닉스 학생 회장은?,임현종
771, 18학번 전필 좀 알려줄겠나?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
795,19학번 전필 과목 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
661,주형길 교수님 연구실 어디노,공학관 B동 312호
1449,컴퓨터응용설계2는 뭐 배우노?,"전공선택
SolidWorks 고급기능의 학습, 3D 프린팅 방법 학습을 통해 가공하지 않고 18차원 기계 시스템의 Simulation을 통해 동작성능의 체크 및 검증하는 능력을 갖게 한다."
1374,메카트로닉스입문에 대해 알려주시오,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
626,이양희 교수님 연락처 알려주오,031)8041-0455
1162,메카 학생회장 좀요,임현종
267,메카 학과 사무실 운영시간 좀 알려줘,"운영시간 09:30 ~ 22:00(학기중)
점심시간 12:00 ~ 13:00"
1292,어떤 메카 연구실이 있을까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
608,이승훈 교수님 번호 알려주오,031)8041-0367
1580,재료역학에 대해 알려줘요,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다."
975,메카 학과장님이 누군지 알고싶소,정명진 교수님
1014,메카 학과장님이 누군지 알려줄 수 있어?,정명진 교수님
1352,메카 EH 뭐 있는지 알려줘,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
815,19학번 전필 좀 알려주오!!!,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계14"
933,핵심교양 좀요,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
303, 18학번 전공필수,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
819,20학번 전공필수 알려주시오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계18"
1658,디지털회로실험은 뭐 가르쳐요?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다."
1273,메카 연구실 뭐 있노?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
882,16학번 졸업기준이 뭐지요?,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1758,제어공학은 뭘 배울까?,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
827,20학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계26"
516,이석원 교수님 이메일 알려주오,lsw@kpu.ac.kr
163,이원봉 교수님 연락처 알려줘,031)8041-0384
1885,C프로그래밍2는 뭐 배워?,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
1741,반도체장비개론은 뭐 가르치나요?,"전공선택
DRAM, NAND Flash를 포함한 반도체 소자 제조에 필요한 에칭, 증착, 패터닝 등에 사용되는 반도체 공정 장비들의 작동 원리를 이해하고 관련 지식을 습득한다."
1747,제어공학에 대해 알려주라,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
2070,제어용통신은 뭘 배울까요?,"전공선택
제어 시스템간의 정보/데이터 통신을 위한 통신기법 및 네트워크 기법을 배우고, 이를 이용한 제어 시스템간의 통신능력을 배양"
2122,스마트팩토리HMI는 뭐 가르치세요?,"전공선택
인간과 인간 또는 인간과 로봇의 소통을 위해서는 시각 인식 기술이 필요하다. 본 과목에서는 로봇의 시각 요소인 광학의 기본 개념에 대해 이해하고, 카메라를 통하여 입력 영상에 대한 기본적인 처리 기술에 대해 익힌다. 또한 실제 산업현장에서 로봇이 외부 환경을 인식하고 상황을 판단하기 위한 센서에 대해 살펴보고자 한다."
1379,메카트로닉스입문은 뭘 배우나요?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
432,성적장학금 필수학점 알려줘,"           취득학점        학과과목
1학년 : 16학점 이상    16학점 이상
2학년 : 16학점 이상    12학점 이상
3학년 : 16학점 이상    12학점 이상
4학년 : 9학점 이상       20학점 이상"
1649,디지털회로실험은 뭘 배우나요?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다."
1506,공업역학은 뭘 배울까요?,"전공필수
시스템 메커니즘 설계 및 응용에서 요구되는 힘, 모멘트의 원리를 이해하고, 안정된 시스템을 설계하기 위해 역학 기반의 자유물체도 및 평형방정식의 개념을 학습함으로 다양한 메카트로닉스 시스템에 적용할 수 있도록 기본적인 역학개념의 습득에 있다."
241,메카 학과 행정실 위치 알려줘,공학관 B동 307호
911,성적장학금 필요학점 알려주오,"           취득학점        학과과목
1학년 : 16학점 이상    16학점 이상
2학년 : 16학점 이상    12학점 이상
3학년 : 16학점 이상    12학점 이상
4학년 : 9학점 이상       21학점 이상"
1502,공업역학에 대해 알려주세요,"전공필수
시스템 메커니즘 설계 및 응용에서 요구되는 힘, 모멘트의 원리를 이해하고, 안정된 시스템을 설계하기 위해 역학 기반의 자유물체도 및 평형방정식의 개념을 학습함으로 다양한 메카트로닉스 시스템에 적용할 수 있도록 기본적인 역학개념의 습득에 있다."
1547,PLC제어는 뭘 배우나요?,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다."
233,메카 학과 사무실 위치 알려줘,공학관 B동 307호
1327,어떤 메카 랩실이 있을까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
946,핵교 좀요,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1595,재료역학은 뭐 가르쳐요?,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다."
71,김기현 교수님 번호 좀,031)8041-0460
1527,공업수학2는 뭘 배울까요?,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
1775,시스템제어공학은 뭘 배우나요?,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등"
375,17학번 졸업기준은 어떻게 돼?,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
617,이양희 교수님 연구실 위치 좀요,공학관 B동 309호
1635,디지털회로는 뭐 배우노?,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
283,17학번 전공필수과목은?,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2"
1482,전기회로2에 대해 알려주시면 감사하겠습니다,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다."
1045,메카 과사 번호는 무엇인가요?,031-8041-0450
492,정명진 교수님 연락처 좀요,031)8941-0461
85,김효영 교수님 번호 알려줘,031)8041-0464
